sentence,label
整个 片子 的 逻辑 莫名其妙 ， 演员 表演 尴尬 ， 至今 觉得 邓超 演 的 最好 的 是 烈日灼心,0
垃圾 。,0
韩寒 你 就 这 水平 了,0
哎  以前 去 看 后会无期 纯粹 是因为 朴树 的 脑 残粉  就 像 现在 去 看 彭于晏 的 那些 女 的  一样 的,0
写个 短评 好 了 。 一些 细节 的 琢磨 很 不 用心 。 各处 尝试 突破 电影 语言 ， 但 竟用 上 了 两次 插叙 镜头 ， 最 烂片 之 处 。 各种 结构 混乱 ， 承接 太硬 。 追求 新颖 导演 风格 ， 把 美恐 4 的 东西 用 过来 也 不行 。 镜头 方面 也 不想 多 说 。,0
LOW,0
不 好看,0
一星 给 直 男癌 妻妾 同堂 卖女 宣传 韩寒,0
恶意 碰瓷 的 套路 太旧 了  别 拍电影 多 念点 书好 了,0
难看 ， 拖沓 的 剧情 ， 简单 的 不能 再 简单 的 剧本,0
这 坨 屎 居然 过 7 了 ？ ？ ？,0
打着 文艺片 幌子 的 一出 烂剧 ， 不 说 演 的 如何 ， 没 看 出来 这 片子 想要 表达 什么 ， 全都 是 莫名其妙 。 即使 你 韩寒 算 段子 高手 ， 就 凭 这 片子 就 想 出来 混个 好评 的确 让 人 难以 接受 。 还是 乖乖 写 你 的 段子 吧 。,0
光是 考验 兄弟 那出 戏 就让 人掉 胃口 ， 说 三观 不正 还 真是 不正 啊 。 看 完 不 知道 说 什么 ， 可惜 了 彭于晏 。,0
这分 真 TM 瞎 高 ！ ！ ！ 降 一颗 心 ！ 不 好看 实话 ， 开场 十分钟 就 有点 困了 。 看 完 之后 发现 故事 没 讲 好 ， 核心 主题 也 不 知道 是 啥 ， 人物 塑造 也 不 明显 。 哎 ， 韩寒 你 是 有 多 穷 了 拍 这种 电影 出来 捞钱 ， 还有 邓超 啊 ， 求 你 了 拍部 好 电影 选个 好 剧本 好 角色 吧 ， 我 看 烈日灼心 对 你 产生 的 喜爱 都 快 被 谢谢 破 电影 磨光 了 ！ ！ ！,0
不 值得一看,0
三个 字 概括 ： 找 妈妈,0
炒作 很 失败 ， 影片 也 很 难看,0
电影 3  邓超 + 1  彭于晏 + 1  韩寒 - 5  鉴于 不能 打 0 分 只能 给 一星 了,0
韩寒 只 适合 写书,0
滴 ， 墙 倒 要 靠 众人 推卡 ！,0
看过 后会无期 的 我 应该 不会 再 去 看 他 的 电影 了 ， 无病呻吟 ， 不痛不痒 ， 看 的 累死 。,0
bug 一堆  没有 逻辑  思想 也 没有 高于生活 给人以 体悟,0
圈钱 烂片 ， 不会 就 别拍 ！ 韩寒 是 个 垃圾,0
能 引起 我 想要 呕吐 的 生理反应 的 电影 不 多,0
我 觉得 对 一个 电影 最大 的 侮辱 就是 ： 太 无趣 。 然而 我 并 没有 侮辱 这个 电影 ！,0
对 韩寒 了解 不 多  曾经 以为 他 比 郭敬明 要 高 很多 段位  没想到 今天 看 了 这部 电影 感觉 这么 的 不适 甚至 犯 恶心  微博上 说 他 炒作 我 看 不见得  之前 的 主题曲 百分之八十 反映 了 韩寒 真实 的 意愿 和 三观  和 电影 的 主题 无比 契合  相辅相成 地 呈现 了 一个 的 完美 的 直 男癌 世界   兄弟 是 属于 男性 的  梦想 是 属于 男性 的  女性 在 片中 是 物化 的,0
嗯,0
说好 的 会 讲 好 一个 好 故事 呢 ？ 电影 的 剧情 都 可以 猜到 了 ， 韩寒 这 一次 让 我 失望 了 … …,0
看 预告片 就够 了,0
说句 老实话 ， 郭敬明 就是 套路 没 韩寒 深 ， 抄 什么 书 啊 还 被 人告 ， 你 看 人家 剧本 拍出来 还有 人 说 你 有 情怀 ， 希望 郭敬明 好好 的 向 韩寒 学习 一下 ， 比较 你 是 中国 作家 导演 的 新 希望 啊,0
抄袭 的 电影 也 配有 评分 吗 。 以前 真的 很 喜欢 过 韩寒 的  可惜 了,0
卧槽 ， 这 分数 这 几天 是 怎么 上来 的 ？,0
垃圾 韩寒 ， 直男癌 ， 圈钱,0
看过 ， 但是 因为 抄袭 1 星 吧,0
太多 bug ， 太浪 名字 起 的 奇怪 ？ 太浪 车技 怎么 突变 ？ 太浪 为 嘛 不 阻止 他妈 跳楼 ？ 太浪 他 妈 为 嘛 一定 跳楼 ？ 六一 女朋友 的 出场 和 离场 目的 几何 ？ 马化 藤 仅仅 是 年份 巧合 就 一定 要 出现 吗 ？ 藤哥 深大 高材生 的 事实 看来 是 被 韩寒 给 抹掉 了 也 ？,0
不 好看,0
微博上 的 老笑 梗 ， 呵呵 呵 ， 浪费 钱 去 电影院 看 ， 就算 是 后来 网络 上 ， 看 十分钟 就关 了,0
无语 。 。 。 不 好看,0
乘风 破烂 。,0
横轴 慢镜头 加上 过度 消费 的 怀旧 ， 简直 俗气 的 令人发指 ， 老套 不变 的 故事 线 ， 10 年 了 还 停留 在 新 概念 作文 的 水平 ， 小姐 、 混混 、 智障 、 懵懂 少年 和 大气 的 植入 广告 ， 终于 融入 了 市场经济 ， 没想到 你 也 被 乌云 遮住 了 眼 ， 牛 了 逼 了 我 的 寒少 ！ 还有 ， 没有 翻唱 的 在雨中 ， 和 直 男 万岁 歌 ， 这个 评分 会 更 低 ， 习惯 差评 了 骚瑞 ！,0
比 后会无期 差多 了 ， 我 没 看 完 ， 看不下去,0
豆瓣 里 怎么 没有 0 分 这个 选项 ？ 难看 至极 ， 打 大于 两星 的 人 要 不 脑袋 里长 蛆 要 不 眼睛 里糊 屎 。 生硬 、 刻意 、 为 笑 而 笑 的 笑 点 ， 混乱 的 逻辑 ， 老套 俗气 的 剧情 ， 还有 之前 被 批 “ 直男癌 ” 的 歌词 ， 种种原因 让 我 没 等 结束 就 匆匆 离场 。 国产电影 啊 ， 看来 是 没 希望 了 。,0
故作 文艺 的 电影 ， 前面 那里 的 ppt 式 回忆 真是 无语 了 ， 故事 逻辑性 也 很 差,0
其实 看 完 了 这个 还有 健忘村 之后 我 就 不 明白 了 为什么 后者 排片 这么 少 。 邓超 真的 别演 喜剧 了 ， 我 怀疑 他 从 恶棍天使 后 就 对 喜剧 表演 有 误解 。 赵丽颖 的 演技 从 电视屏幕 上 看起来 就 尴尬 死 了 ， 电影 屏幕 放大 以后 更想 让 人 直接 退场 。,0
看到 五星 水军 这么 猖狂 我 只好 给 段子 手 打个 中肯 的 的 分数 了 ， 以 致敬 新 难兄难弟,0
笑点 尴尬  泪点 生硬  就 讲故事 来说  甚至 都 没有 后会无期 make  sense  虽然 后会无期 已经 够 不 make  sense 到 要 靠 过度 解读 度日 。 另外 bug 严重 啊  彭于晏 不会 觉得 自己 儿子 长得 越来越 像 自己 兄弟 而 感到 被 绿 了 嘛 ？ 哈哈哈,0
这 片子 也 就 春节 档能 出来 混点 钱 。 开头 还 不错 ， 但 中后 部分 节奏 拖沓 ， 梗 老 ， 故事 本身 也 没什么 新意 ， 完全 可以 压缩 到 mv 的 长度 。 作为 导演 ， 韩寒 不如 王宝强 。,0
片子 三星 ， 主题曲 扣 2 星,0
垃圾,0
听说 这 电影 各种 思想 在 里面 ， 剧本 和 演技 好坏 也 不能 否定 ? ?,0
故事 东拼西凑 ！,0
可以 给 0 星 么,0
不知所云,0
抄袭 还 能 这么 正大光明 的 真是 恶心,0
不如 后会无期 ， 李荣浩 是 彩蛋 。 还是 不要 随便 尝试 拍 穿越 了 ， 真的 不 好看 …,0
可惜 了 彭于晏 ， 就 这样 了,0
直男癌 导演 ， 疯魔 的 粉丝 。,0
看 得 睡着 了 ， 可惜 了 彭于晏,0
看 完 跟 吃了 屎 一样 ， 这 TM 还 6.9 分 ？,0
就 这 还 6.9 分 呢 ， 和 西游 演员 对调 的话 ， 这片 不过 3 分 吧,0
这 一分 是 给 演员 的 ， 与 电影 无关,0
讨厌 赵丽颖,0
逻辑 乱 ， 没 思考 ， 前后矛盾 ， 老梗太多 ， 误解 父亲 的 主题 很 好 ， 但 还 谈不脱 其 垃圾 的 本质 。 。 。 豆瓣 竟然 还 能 这么 高分 。 。 。,0
为什么 没有 负分 ？ ？ ？,0
什么 玩意,0
这部 电影 是 场 灾难 。,0
幼稚,0
厌恶 韩寒 。,0
傻 了 吧唧,0
呵呵 哦,0
被 受 购票 网站 蛊惑 的 我弟 怂恿 去 看 了 这部 之前 就 被 标签 直男癌 的 电影 … 我 的 妈 ， 简直 是 看不下去 了 … 虽然 有 超爱 的 我 晏 ， 但是 他 真的 演 不了 老年人 啊 … 分 分钟 脱戏 啊 … 剧情 简单 平淡无奇 ， 就是 老套路 穿越 咯 … 就 靠着 迎合 大众 的 尴尬 笑点 以及 那些 看起来 好像 优美 的 慢镜头 撑 完全 场 … 就是 失望 呵呵,0
再也不会 看 韩寒 的 电影 了 。 。 。,0
看颜 的话 剧照 就 能 满足 你 。  没 剧情 没人设 ， 一颗 星全 给 演员 ！,0
为什么 这 电影 豆瓣 7 分 ？ ？ ？ ？ ？,0
看 了 主题曲 就 想 放弃 ， 看 了 影片 想 让 韩寒 还 我 钱,0
辣鸡 ， 不看 。,0
就 不能 给 韩大 导演 颁发 个 终身 成就奖 ， 让 他 的 电影 远离 我们 的 视线 。,0
几十块 钱 干什么 不好  为什么 一时 想不开 买票 来 折磨 自己,0
一 分为 我 （ 听到 催泪 的 歌 ） 卑微 的 泪点 挽尊,0
尴尬 ， 是 唯一 的 观影 感受 。 豆瓣 7 分 的 评价 完全 不 知道 从何而来 ， 严重 怀疑 是 有人 恶意 刷 5 分 。,0
大家 是不是 没 看过 新 难兄难弟 ， 剧情 各种 相同 ， 然后 梗 还 照搬 ， 李嘉诚 换成 马云 ， 抱歉 我 没笑 出来 。 如果说 致敬 ， 是不是 致敬 得太多 太多 了,0
韩寒 没有 最 low  只有 更 low  从 拍 到 上映 两个 多月 的 片子  圈钱 不能 更 明显  ～ 邓超  他 的 电视剧 还是 不错 的  甜蜜蜜 、 幸福 像 花儿一样 我 都 特别 喜欢  自从 跑 男 、 开 了 微博 以后 越来越 一言难尽  分手大师 看 了 五分钟 就 看不下去  别 疯疯癫癫 的 了  好好 拍戏 吧,0
抄袭 《 新 难兄难弟 》,0
直男癌,0
抄袭 垃圾,0
不是 黑子  老妈 拉 着 去 看 的  凭良心说  真的 是 大 烂片  要不是 靠 彭于晏 和 邓超 撑 着 场面 （ 两位 男演员 演技 自然 是 一级 棒 ！ ） 1 星给 的 是 导演 和 编剧 ！ 情节 太 老套 了  从 开头 就 猜 到 了 结局  故事 进展 的 太慢  一些 所谓 的 笑 点 也 是 很 生硬 。 对比 西游 伏妖  还 不如 看星爷 的  最起码 还好 笑 ！,0
韩寒 … 哎,0
对不起  我 觉得 太直 男癌 了  女性 角色 苍白无力 （ 我知道 是 人设 的 锅 ） 哎 ！ 我 觉得 其实 后会无期 比 这个 好看  （ 对不起 我 可能 是 垃圾 ）,0
韩寒 还是 写 心灵鸡汤 吧 ， 导演 真 不 合适,0
， ， ，,0
后悔 无期 是 拉 出来 的 稀 ， 这个 顶多 算泡 刚刚 成形 的 屎 .,0
大名鼎鼎 的 直 男癌 之 作品 ， 和 直 男癌 作者 韩寒 ， 绝配,0
才 看 了 十分钟 ， 旁边 的 人 笑 的 不行 。 而 我 觉得 没 啥意思 。,0
第一次 看到 一半 就 想 离场 的 电影 ， 笑点 牵强 ， 剧情 俗套 ， 要 鸡汤 不 鸡汤 的 ， 不 懂 其 电影 意义 何在 ！,0
全片 卖相 依旧 是 “ 韩式 ” 自恋 高潮 脸 ， 这部 电影 能 有 7 分 只能 说明 豆瓣 果然 是 韩寒 的 ， 这里 是 装 逼 文青 的 天下,0
看 了 开头 开车 我 就 想 走 。 一无是处 ， 甚至 故事 都 太 差劲 了 。,0
故事 无 任何 新意 ， 连 情怀 都 玩 不 来了,0
没 看 ， 映前 营销 比较 恶心 人 。 。 。,0
字幕 突然 冒出来 就 结尾 了 ， 一帮人 一脸 懵 逼 ， 这 电影 讲 的 啥 ？ ？ ？ 是 我 智商 不够 ？,0
能 不 穿越 了 么,0
垃圾 电影 ， 强行 怀旧 ， 强行 煽情 ， 强行 卖弄 小聪明 ， 韩寒 也 就 这点 招数 了 吧 。 一星 送给 彭于晏 的 终极 绝杀 技能 — — 举 高高 ！,0
朋友 想 看 这部 电影 ， 我 陪同 。 东拼西凑 的 段子 语言 ， 无聊 到 睡着 了 。 烂,0
蠢 上天,0
垃圾 营销,0
想 请 韩寒 退票 ， 顺便 把 后会无期 的 票 也 退 给 我 。,0
早 知道 有 赵丽颖 的 电影 肯定 不 咋 地 ， 还是 冲着 韩寒 去 看 了 ， 结果 没看 完 就 想 溜 ， 浪费 大年初一 的 大好时光 啊,0
真烂,0
认真 ， 有 诚意 。 烂 。,0
呵呵,0
有些 笑点 ， 但 剧情 烂 到 没 底线 ， 作为 一个 有 悲惨 过去 的 现代人 ， 穿越 回去 不是 理应 努力 改变命运 挽救 亲人 么 ？ 哪怕 拦住 当爹 的 开 录象 厅 囤 BB机 买房 也 行 呀 ， TMD 的 恶魔 么 ， 看着 父母 滑向深渊 还 踹 上 一脚 ， 这 什么 价值观 ， 简直 是 邪恶 ！ 改不改 得 了 是 一 回事 ， 做 不 做 是 另一回事 ， 看着 就 恶心 ， 简直 超越 普通 烂片 ！,0
老套 的 抄袭 梗 ， 1 星 不能 更 多 ， 韩寒 比 郭敬明 更 不要脸 ， 不要 再 糟蹋 电影 了 ！,0
讲道理 预告 刚上 的 时候 我 是 真的 很 想 去 看  我 对 韩寒 印象 不错  高中 那会儿 也 买 过 他 的 书  宣传 电影 的 方式 也 很 多种  可 他 偏偏 选择 最 稀烂 的  从 女性 角度 着手  以直 男癌 为 利器 开始 宣发  ok  电影 本身 如何 我 也 不再 关注  我 只 说 一句  如果 你 去 看 这个 电影  那 我 希望 日后 你 遇到 直男癌 你 也 能 给 我 忍下去,0
直男癌,0
创意 并 不 新鲜 的 段子 式 “ 电影 ” ， 转场 也 极度 尴尬 。,0
。 。 。,0
不管 韩寒 这部 电影 怎样 ， 之前 公布 的 直 男癌 主题曲 让 人 反感 至极 。 一星 差评 给 这场 失败 的 营销策划 和 让 人 恶心 的 韩寒 “ 妻妾 和睦 ” 婚恋观 。 凡 韩寒 的 电影 ， 都 不会 前往 影院 观看 ， 不会 贡献 票房 。 坚决 抵制 直男癌 。,0
隐约 觉得 有 点点 像 《 夏洛特烦恼 》 …,0
还给 你 的 情怀  还是 去 开 赛车 吧 您 哟,0
间接 讽刺 女性 呵呵 哒 就算 三大 主演 在 那 也 不 约 ！,0
低俗喜剧,0
嘩 ， 大開 眼戒 ， 這樣 也 可以,0
太差 了 。 电影院 里 看过 最差 的 电影 ， 没有 之一 。 小学生 的 剧情 ， 初中生 的 台词 ， 高中生 的 立体 。 韩寒 永远 活在 90 年代 ， 永远 是 个 辍学 的 高中生 ， 也 永远 跳不出 自己 的 囹圄 。 韩寒 还 我票 钱 ！,0
烂片 ， 被 水军 刷 上 6 了 ， sb 演员 sb 导演,0
韩寒 终究 还是 韩寒 ， 以后 拒绝 观看 一切 作者 转 导演 的 作品 ， 无论是 谁,0
Low 片,0
抄袭 梁朝伟 《 难兄难弟 》 的 大 框架 下 ， 十分钟 的 小 格局 剧情 硬撑 了 一百 分钟 。 若 从 笑料 衡量 ， 也 差 《 情圣 》 一个 《 美人鱼 》 。 韩寒 若出 道 在 现今 ， 就是 个 网络 段子 手 罢了 。 — — 《 后会无期 》 成为 一次 小 惊喜 的 绝唱 才 是 保住 名声 的 做法 。,0
这 烂片 居然 有 7 分 ， 不服 。,0
讲真 ， 彭余晏 演得 很 好 ， 邓超 也 还 可以 ， 但是 赵丽颖 真的 不 适合 大 荧屏 ， 演技 放大 了 ， 真的 各种 缺点 都 出来 了 ， 浪费 老 彭 啊,0
不 做 评论 了 …,0
不 喜欢 ， 拍 的 再 好 也 给 一星 。,0
抄袭 新 难兄难弟 ， 却 差 很多 。 。 。,0
毫无 营养 毫无意义,0
欣賞 無能,0
我 道歉 ， 这 电影 只能 打 1 星,0
为什么 能 有 这么 高 的 分 ？ 不 应该 是 2 分 ？ 有人 刷分 么 ？ 电影院 看 的 快 死 过去,0
彭于晏 为什么 要 选择 这个 烂 片儿 来演 … …,0
不知所云 的 电影 ， 难听 的 歌曲,0
一般般 看 了 没 感觉,0
6.9 ? ? ? 后会无期 才 7.1 太 谦虚 了 应该 9 才 对 ╭ ( ° A ° ` ) ╮,0
这 一堆 主创 ， 除了 彭于晏 有 湄公河 积累 的 好感 ， 其他人 真心 负分 ， 特别 是 韩癌 碰瓷 女权 让 人 恶心 透 了,0
原来 以为 韩寒 不 一样 ， 其实 就是 郭敬明,0
并 没有 觉得 好 到 那 去 了 ， 这种 片子 不至于 给 一星 也 不至于 四星 以上 ， 评分 这么 高 我 很 不耐 ， 直接 给 一星 ， 无关 其他 ， 就是 单纯 觉得 不算 很 好 。,0
哎 ， 反正 我 是 看不下去 ！,0
两星 是因为 没有 后会无期 好看 ！ 韩寒 已经 不是 那个 时候 了 ！ 用 里面 的 台词 世界 在 变 吧 ！ … 一星 是 听到 那首歌 ！ 太 恶心 … 立 一个 flag  彭于晏 比 邓超 更快 拿 影帝 ～ 这 也 是 为什么 他 在 港圈 更 有 市场 ！ 更 老点 就 好 啦 ～ 哈哈 ！ 小花 那个 角色 袁泉 会 更好 ！ 赵丽颖 有点 不 自然 ， 和 两个人 的 戏 都 接 不住 ！ ！,0
一星 献给 可怜 的 演员 们 ， 另外 空白 的 四星 给 直 男癌 + 辣鸡 营销 导演 韩寒 。,0
￣ へ ￣,0
真的  一星 给 赵丽颖  笑点 也 是 蜜汁 尴尬  全程 尿点  赵丽颖 演技 很 好,0
早就 准备 好 了 一颗 星,0
差劲 ， 老套,0
真心 觉得 剧情 太烂 了 ， 不 喜欢 ， 差评 ！,0
彭于晏 真是 什么 发型 都 好帅 啊,0
东拼西凑 还 没能 提高 完成度 ， 中国 市场 现在 真的 是 不缺 投资 吧 ， 真 什么 人 都 能 拍 ， 还 不如 平凡 之 路 那首歌 。,0
生硬 尴尬 无趣 难看 偏 又 想 卖弄 情怀 ， 还 时不时 来 自己 感动 自己 ， 真的 好 不自量力 又 好 贪心 啊 … … 明明 是 xxx 却 还 想立 贞洁 牌坊,0
剧情 抄袭 ， 硬 凹 造型 。,0
这 确定 是 电影 ？ 加长版 mv 吧 ～   新年 第一天 看 了 假 电影 我也是 醉 了 ， 后会无期 还 能 有 段子 和 妙语 撑 着 ， 乘风破浪 毫无 优点 可言 。 为什么 这么 多 作家 演员 都 抢 着 当 导演 ？ 导演 不是 有个 什么 情怀 就 可以 的 ， 专业知识 的 积累 和 素材 的 积淀 不是 这么 容易 的 。 。 。 不 懂 韩寒 为什么 这么 执著 于 公路 题材 和 妓女 ？,0
有病 吧 ， 竟然 7.0 了,0
太烂 了 这 电影 ， 再也 不想 为 国产 烂片 贡献 票房 了 。 真的 不 知道 男主 这 穿越 得 又 啥 意义,0
不 好看,0
瞎 扯淡,0
额 ， 看 韩寒 电影 的 感觉 就 像 在 应酬 。 一分 给 彭于晏 ， 他 好帅,0
可能 期望 越大 失望 也 就 越 大 吧 ， 观片 全程 中 ， 不断 的 笑料 并 没有 使 多少 人笑 ， 故事 也 没有 逻辑 和 连贯性 ， 韩寒 贩卖 的 还是 那 一套 — — 所谓 情怀 ， 但是 光有 情怀 造就 不了 好 电影 。,0
新 难兄难弟 ！ ！,0
今年 贺岁片  真的 好 难看 。,0
不 懂,0
难看 ， 看 了 十分钟 就 想 走 。,0
豆瓣 6.9 ？ ？ ？ ？ 可以 啊 。,0
在 知乎 上 说 了 句 实话 ， 居然 被 删除 了  ？ 特地 上来 给 1 分,0
